division,boxer2id,date,othertext,fightid,boxer1id,decision,place,boxer1,boxer2,WinLoss
light flyweight,493029,2015-10-17,WBO World light flyweight title Alejo cut under right eye rd 2 &amp; cut corner of left eye rd 4; both from punches. Nietes cut left eye from punch rd 6.,718751,215599,UD,"StubHub Center, Carson, California",Donnie Nietes,Juan Alejo,W
lightweight,434367,2015-10-10,WBO World lightweight title Magdaleno down three times in the 2nd round.,718393,483554,TKO,"Manchester Arena (formerly M.E.N Arena), Manchester, Lancashire",Terry Flanagan,Diego Magdaleno,W
flyweight,335088,2015-09-26,"WBA Super World flyweight title WBO World flyweight title Marquez down twice in sixth, twice in seventh, once in ninth and twice in 10th.",718676,467843,KO,"Centro Convenciones, Puerto Penasco, Sonora",Juan Francisco Estrada,Hernan Marquez,W
super featherweight,43998,2015-09-12,WBO World super featherweight title ,716316,93555,SD,"MGM Grand, Grand Garden Arena, Las Vegas, Nevada",Roman Martinez,Orlando Salido,D
cruiserweight,470367,2015-08-14,WBO World cruiserweight title Glowacki down in 6th rd. Huck down twice in 11th rd. Count waived.,716094,280342,KO,"Prudential Center, Newark, New Jersey",Marco Huck,Krzysztof Glowacki,L
bantamweight,296790,2015-08-07,vacant WBO World bantamweight title ,716113,351371,KO,"Central Stadium, Ratchaburi",Panya Uthok,Ryo Akaho,W
light heavyweight,307838,2015-07-25,WBA Super World light heavyweight title IBF World light heavyweight title WBO World light heavyweight title Mohammedi down in rounds 2 and 3,714541,505927,KO,"Mandalay Bay Hotel & Casino, Mandalay Bay Events Center, Las Vegas, Nevada",Sergey Kovalev,Nadjib Mohammedi,W
super middleweight,39345,2015-07-18,WBO World super middleweight title ,713195,208432,TKO,"Gerry Weber Stadium, Halle, Nordrhein-Westfalen",Arthur Abraham,Robert Stieglitz,W
light flyweight,549253,2015-07-11,WBO World light flyweight title ,715072,215599,UD,"Cebu City Waterfront Hotel & Casino, Barangay Lahug, Cebu City, Cebu",Donnie Nietes,Francisco Rodriguez Jr,W
lightweight,523667,2015-07-11,vacant WBO World lightweight title Zepeda suffered a dislocated left shoulder and remained on his stool at the end of the 2nd round.Referee waved the bout off after speaking with Zepeda's corner team.,715029,483554,RTD,"Velodrome, Manchester, Lancashire",Terry Flanagan,Jose Zepeda,W
super flyweight,388026,2015-07-04,interim WBO World super flyweight title ,715950,504541,SD,"Centro de Usos Multiples, Hermosillo, Sonora",David Carmona,Warlito Parrenas,D
welterweight,468475,2015-06-27,interim WBO World welterweight title ,714155,268173,UD,"StubHub Center, Carson, California",Timothy Bradley Jr,Jessie Vargas,W
minimumweight,509512,2015-05-30,vacant WBO World minimumweight title ,711864,666339,UD,"Park Arena, Komaki, Aichi",Kosei Tanaka,Julian Yedras,W
welterweight,6129,2015-05-02,WBC World welterweight title WBA Super World welterweight title WBO World welterweight title ,709645,352,UD,"MGM Grand, Grand Garden Arena, Las Vegas, Nevada",Floyd Mayweather Jr,Manny Pacquiao,W
lightweight,211886,2015-05-01,"vacant WBO World lightweight title WBO Lightweight Title remains vacant because Beltran did not make the weight, TKO win for Beltran overturned due to doping",711324,19566,ND,"The Cosmopolitan of Las Vegas, Chelsea Ballroom, Las Vegas, Nevada",Raymundo Beltran,Takahiro Ao,N
heavyweight,529630,2015-04-25,WBA Super World heavyweight title WBO World heavyweight title IBF World heavyweight title International Boxing Organization World heavyweight title Klitschko lost one point for holding in round 10,705549,7035,UD,"Madison Square Garden, New York, New York",Wladimir Klitschko,Bryant Jennings,W
super lightweight,462637,2015-04-18,vacant WBO World super lightweight title Dulorme down three times in round six,709519,447121,TKO,"University of Texas, Arlington, Texas",Terence Crawford,Thomas Dulorme,W
super featherweight,43998,2015-04-11,"WBO World super featherweight title Salido down in 3rd, 5th, and lost one point for low blows in 11th.",708705,93555,UD,"Coliseo Jose Miguel Agrelot, San Juan",Roman Martinez,Orlando Salido,W
flyweight,383830,2015-03-28,WBA Super World flyweight title WBO World flyweight title Asenjo's right eye swells shut in third round and corner throws in towel.,710470,467843,TKO,"Polyforum Zam Ná, Merida, Yucatán",Juan Francisco Estrada,Rommel Asenjo,W
light flyweight,575390,2015-03-28,WBO World light flyweight title Parra down once in Round 8.,708401,215599,RTD,"Araneta Coliseum, Barangay Cubao, Quezon City, Metro Manila",Donnie Nietes,Gilberto Parra Medina,W
light heavyweight,290691,2015-03-14,WBA Super World light heavyweight title IBF World light heavyweight title WBO World light heavyweight title ,704817,505927,TKO,"Bell Centre, Montreal, Quebec",Sergey Kovalev,Jean Pascal,W
super middleweight,182945,2015-02-21,WBO World super middleweight title ,705069,208432,UD,"O2 World Arena, Kreuzberg, Berlin",Arthur Abraham,Paul Smith,W
super bantamweight,288101,2014-12-31,WBO World super bantamweight title WBA Super World super bantamweight title Rigondeaux down twice in 7th. Amagasa down once in 9th.,704142,492989,RTD,"Bodymaker Colosseum, Osaka, Osaka",Guillermo Rigondeaux,Hisashi Amagasa,W
super flyweight,38843,2014-12-30,WBO World super flyweight title ,703252,628407,KO,"Metropolitan Gym, Tokyo",Naoya Inoue,Omar Andres Narvaez,W
middleweight,344849,2014-12-13,vacant WBO World middleweight title ,700380,469544,TKO,"The Cosmopolitan of Las Vegas, Chelsea Ballroom, Las Vegas, Nevada",Matt Korobov,Andy Lee,L
lightweight,19566,2014-11-29,WBO World lightweight title ,697201,447121,UD,"CenturyLink Center, Omaha, Nebraska",Terence Crawford,Raymundo Beltran,W
welterweight,449201,2014-11-23,WBO World welterweight title ,694168,6129,UD,"Cotai Arena, Venetian Resort, Macao",Manny Pacquiao,Chris Algieri,W
light flyweight,398808,2014-11-15,WBO World light flyweight title ,699605,215599,RTD,"Cebu City Waterfront Hotel & Casino, Barangay Lahug, Cebu City, Cebu",Donnie Nietes,Carlos Velarde,W
light heavyweight,1414,2014-11-08,WBA Super World light heavyweight title IBF World light heavyweight title WBO World light heavyweight title Hopkins down in rd 1,697678,505927,UD,"Boardwalk Hall, Atlantic City, New Jersey",Sergey Kovalev,Bernard Hopkins,W
bantamweight,102501,2014-11-01,WBO World bantamweight title ,698078,472942,SD,"UIC Pavilion, Chicago, Illinois",Tomoki Kameda,Alejandro Hernandez,W
super middleweight,182945,2014-09-27,WBO World super middleweight title ,696846,208432,UD,"Sparkassen-Arena, Kiel, Schleswig-Holstein",Arthur Abraham,Paul Smith,W
super featherweight,205579,2014-09-20,"interim WBO World super featherweight title Count waived; Salido down in rds 1, 2 &amp; 5;  Kokietgym down in rds 1, 4, 7 &amp; 11",698166,43998,KO,"Auditorio Municipal Fausto Gutiérrez Moreno, Tijuana, Baja California",Orlando Salido,Terdsak Kokietgym,W
super flyweight,373222,2014-09-19,WBO World super flyweight title ,698686,38843,MD,"Anfiteatro Municipal, Villa Maria, Cordoba",Omar Andres Narvaez,Felipe Orucuta,W
flyweight,181623,2014-09-06,WBA Super World flyweight title WBO World flyweight title ,696649,467843,TKO,"Arena Ciudad de Mexico, Mexico City, Distrito Federal",Juan Francisco Estrada,Giovani Segura,W
cruiserweight,487507,2014-08-30,WBO World cruiserweight title ,695609,280342,UD,"Gerry Weber Stadium, Halle, Nordrhein-Westfalen",Marco Huck,Mirko Larghetti,W
minimumweight,549253,2014-08-09,IBF World minimumweight title WBO World minimumweight title Takayama was knocked down in the 3rd round.-,695252,110049,UD,"Arena Monterrey, Monterrey, Nuevo León",Katsunari Takayama,Francisco Rodriguez Jr,L
light heavyweight,499034,2014-08-02,"WBO World light heavyweight title Kovalev down once in Round 1.
Caparello down 3 times in Round 2.",694744,505927,TKO,"Revel Resort, Atlantic City, New Jersey",Sergey Kovalev,Blake Caparello,W
super bantamweight,67400,2014-07-19,WBA Super World super bantamweight title WBO World super bantamweight title ,689665,492989,KO,"Cotai Arena, Venetian Resort, Macao",Guillermo Rigondeaux,Anusorn Yotjan,W
bantamweight,351371,2014-07-12,WBO World bantamweight title Count was waived off,689860,472942,KO,"MGM Grand, Grand Garden Arena, Las Vegas, Nevada",Tomoki Kameda,Panya Uthok,W
lightweight,391770,2014-06-28,"WBO World lightweight title The count was waived off. Gamboa down in 5th, 8th and twice in the 9th.",692083,447121,TKO,"CenturyLink Center, Omaha, Nebraska",Terence Crawford,Yuriorkis Gamboa,W
featherweight,479775,2014-06-21,vacant WBO World featherweight title ,690742,659771,MD,"StubHub Center, Carson, California",Vasyl Lomachenko,Gary Russell Jr,W
super welterweight,342287,2014-06-14,WBO World super welterweight title Stopped standing; Rose down in rds 1 &amp; 3,688857,468433,TKO,"Barclays Center, Brooklyn, New York",Demetrius Andrade,Brian Rose,W
bantamweight,430922,2014-06-14,interim WBO World bantamweight title ,694045,102501,UD,"Arena Jorge Cuesy Serrano, Tuxtla Gutierrez, Chiapas",Alejandro Hernandez,Daniel Rosas,W
super flyweight,578597,2014-05-17,WBO World super flyweight title ,690769,38843,KO,"Anfiteatro Municipal, Villa Maria, Cordoba",Omar Andres Narvaez,Antonio Tostado Garcia,W
light flyweight,395318,2014-05-10,"WBO World light flyweight title Fuentes down three times in Round 9; Nietes deducted a point in Round 9, following the first knockdown, for hitting Fuentes while he was down.",687856,215599,KO,"SM Mall of Asia Arena, Pasay City, Metro Manila",Donnie Nietes,Moises Fuentes,W
super middleweight,364295,2014-05-03,WBO World super middleweight title ,688682,208432,UD,"The Velodrom, Prenzlauer Berg, Berlin",Arthur Abraham,Nikola Sjekloca,W
heavyweight,261205,2014-04-26,IBF World heavyweight title WBO World heavyweight title WBA Super World heavyweight title International Boxing Organization World heavyweight title Leapai down in 1st and twice in the 5th round.,686683,7035,TKO,"Koenig Pilsener Arena, Oberhausen, Nordrhein-Westfalen",Wladimir Klitschko,Alex Leapai,W
flyweight,335594,2014-04-26,WBA Super World flyweight title WBO World flyweight title ,689542,467843,RTD,"Centro Convenciones, Puerto Penasco, Sonora",Juan Francisco Estrada,Richie Mepranum,W
middleweight,51657,2014-04-19,WBO World middleweight title ,687779,316441,UD,"DC Armory, Washington, District of Columbia",Peter Quillin,Lukas Konecny,W
welterweight,6129,2014-04-12,WBO World welterweight title ,685855,268173,UD,"MGM Grand, Grand Garden Arena, Las Vegas, Nevada",Timothy Bradley Jr,Manny Pacquiao,L
light heavyweight,382179,2014-03-29,"WBO World light heavyweight title Agnew down in rounds 2 &amp; 6
Kovalev cut over right eye from accidental head butt in 4th rd., cut over left eye in 6th from clash of heads.",687052,505927,KO,"The Ballroom, Boardwalk Hall, Atlantic City, New Jersey",Sergey Kovalev,Cedric Agnew,W
minimumweight,549253,2014-03-22,"WBO World minimumweight title Sabillo knocked down once in second round. (Sabillo was on the canvas again later in the second round but it seemed he was wrestled off his feet and referee Claudio waved ""no knockdown"" on that occasion.)",685285,437232,TKO,"Arena Monterrey, Monterrey, Nuevo León",Merlito Sabillo,Francisco Rodriguez Jr,L
super middleweight,208432,2014-03-01,WBO World super middleweight title Stieglitz down in Round 12,683741,39345,SD,"GETEC Arena, Magdeburg, Sachsen-Anhalt",Robert Stieglitz,Arthur Abraham,L
lightweight,447121,2014-03-01,WBO World lightweight title ,684709,71275,UD,"Scottish Exhibition Centre, Glasgow, Scotland",Ricky Burns,Terence Crawford,L
featherweight,659771,2014-03-01,"vacant WBO World featherweight title Salido loses title  being overweight, belt at stake for Lomachenko only.",685385,43998,SD,"Alamodome, San Antonio, Texas",Orlando Salido,Vasyl Lomachenko,W
cruiserweight,14587,2014-01-25,WBO World cruiserweight title Arslan was down twice,678496,280342,TKO,"Hanns-Martin-Schleyer Halle, Stuttgart, Baden-Württemberg",Marco Huck,Firat Arslan,W
super featherweight,287229,2014-01-25,WBO World super featherweight title ,683998,364679,UD,"Madison Square Garden Theater, New York, New York",Mikey Garcia,Juan Carlos Burgos,W
super flyweight,504541,2013-12-21,WBO World super flyweight title ,682824,38843,TKO,"Villa La Ñata Sporting Club, Benavídez, Buenos Aires",Omar Andres Narvaez,David Carmona,W
super bantamweight,22761,2013-12-07,WBA Super World super bantamweight title WBO World super bantamweight title ,680173,492989,UD,"Boardwalk Hall, Atlantic City, New Jersey",Guillermo Rigondeaux,Joseph Agbeko,W
bantamweight,517236,2013-12-03,WBO World bantamweight title ,681336,472942,UD,"Bodymaker Colosseum, Osaka, Osaka",Tomoki Kameda,Immanuel Naidjala,W
light heavyweight,462670,2013-11-30,WBO World light heavyweight title ,680249,505927,KO,"Pepsi Coliseum, Quebec City, Quebec",Sergey Kovalev,Ismayl Sillah,W
light flyweight,184158,2013-11-30,WBO World light flyweight title Gutiérrez down twice in Round 1.,680453,215599,TKO,"Araneta Coliseum, Barangay Cubao, Quezon City, Metro Manila",Donnie Nietes,Sammy Gutierrez,W
super welterweight,304744,2013-11-09,vacant WBO World super welterweight title Andrade down in 1st rd.,677211,468433,SD,"American Bank Center, Corpus Christi, Texas",Demetrius Andrade,Vanes Martirosyan,W
middleweight,344539,2013-10-26,"WBO World middleweight title Rosado down in 2nd rd.
Rosado cut on left eyelid in 9th rd.
Ringside Docter stopped the fight In the 10 rd. because of the  cut.
Scores were at the time of the stoppage",675956,316441,TKO,"Boardwalk Hall, Atlantic City, New Jersey",Peter Quillin,Gabriel Rosado,W
super lightweight,379156,2013-10-19,"WBO World super lightweight title Provodnikov cut over right eye in 7th rd.
Alvarado down twice in 8th rd.",675984,238133,RTD,"1STBANK Center, Broomfield, Denver, Colorado",Mike Alvarado,Ruslan Provodnikov,L
super middleweight,310668,2013-10-19,WBO World super middleweight title ,678003,39345,UD,"Messehalle, Leipzig, Sachsen",Robert Stieglitz,Isaac Ekpo,W
welterweight,12222,2013-10-12,WBO World welterweight title ,670144,268173,SD,"Thomas & Mack Center, Las Vegas, Nevada",Timothy Bradley Jr,Juan Manuel Marquez,W
heavyweight,318081,2013-10-05,"IBF World heavyweight title WBO World heavyweight title WBA Super World heavyweight title International Boxing Organization World heavyweight title Povetkin down 2:40 of round 2 and 0:38; 1:21 and 2:06 of round 7, Klitschko deducted a point in round 11.",672143,7035,UD,"Olimpiyskiy, Moscow",Wladimir Klitschko,Alexander Povetkin,W
lightweight,19566,2013-09-07,"WBO World lightweight title Burns, who was down in the 8th, suffered a broken jaw in the 2nd round. A subsequent operation saw the insertion of a titanium plate.",674656,71275,SD,"Scottish Exhibition Centre, Glasgow, Scotland",Ricky Burns,Raymundo Beltran,D
light flyweight,425887,2013-09-07,interim WBO World light flyweight title ,677801,395318,TKO,"Palenque de la Feria Mesoamericana, Tapachula, Chiapas",Moises Fuentes,Luis de la Rosa,W
super flyweight,251494,2013-08-24,WBO World super flyweight title ,675679,38843,TKO,"Gimnasio Municipal N° 1, Trelew, Chubut",Omar Andres Narvaez,Hiroyuki Hisataka,W
light heavyweight,505927,2013-08-17,"WBO World light heavyweight title Kovalev cut over the right eye in the 2nd round.
Cleverly down twice in 3rd round.",674150,324239,TKO,"Motorpoint Arena, Cardiff, Wales",Nathan Cleverly,Sergey Kovalev,L
bantamweight,397371,2013-08-01,WBO World bantamweight title ,673282,472942,UD,"Cebu City Waterfront Hotel & Casino, Barangay Lahug, Cebu City, Cebu",Tomoki Kameda,Paulus Ambunda,W
flyweight,331008,2013-07-27,WBO World flyweight title WBA Super World flyweight title Melindo down once in Round 11.,669896,467843,UD,"Cotai Arena, Venetian Resort, Macao",Juan Francisco Estrada,Milan Melindo,W
super middleweight,228287,2013-07-13,"WBO World super middleweight title Kiyota deducted a point in round 5, result changed from win TD to win TKO after video examination",673176,39345,TKO,"Energie Verbund-Arena, Dresden, Sachsen",Robert Stieglitz,Yuzo Kiyota,W
minimumweight,477311,2013-07-13,WBO World minimumweight title Estrada down once in Round 9.,672747,437232,KO,"Solaire Resort Hotel and Casino, Pasay City, Metro Manila",Merlito Sabillo,Jorle Estrada,W
featherweight,291928,2013-06-15,"vacant WBO World featherweight title García loses title  on the scales, belt on the line for López only.",670821,364679,TKO,"American Airlines Center, Dallas, Texas",Mikey Garcia,Juan Manuel Lopez,W
cruiserweight,91647,2013-06-08,WBO World cruiserweight title Huck given a warning in round 5 for rabbit punching.,670859,280342,MD,"Max Schmeling Halle, Prenzlauer Berg, Berlin",Marco Huck,Ola Afolabi,W
super flyweight,373222,2013-05-25,WBO World super flyweight title ,669099,38843,SD,"Estadio Luna Park, Buenos Aires, Distrito Federal",Omar Andres Narvaez,Felipe Orucuta,W
lightweight,451637,2013-05-11,WBO World lightweight title Gonzalez retired claiming an injured wrist.,667330,71275,RTD,"Emirates Arena, Glasgow, Scotland",Ricky Burns,Jose A Gonzalez,W
heavyweight,321041,2013-05-04,WBA Super World heavyweight title WBO World heavyweight title IBF World heavyweight title International Boxing Organization World heavyweight title ,666897,7035,TKO,"SAP-Arena, Mannheim, Baden-Württemberg",Wladimir Klitschko,Francesco Pianeta,W
middleweight,432846,2013-04-27,WBO World middleweight title Guerrero down twice each in the second and seventh rounds.,659023,316441,TKO,"Barclays Center, Brooklyn, New York",Peter Quillin,Fernando Guerrero,W
light heavyweight,334763,2013-04-20,WBO World light heavyweight title ,663181,324239,UD,"Wembley Arena, Wembley, London",Nathan Cleverly,Robin Krasniqi,W
super bantamweight,492989,2013-04-13,WBO World super bantamweight title WBA Super World super bantamweight title Rigondeaux down once in Round 10.,664541,48243,UD,"Radio City Music Hall, New York, New York",Nonito Donaire,Guillermo Rigondeaux,L
super featherweight,434367,2013-04-06,WBO World super featherweight title Magdaleno down once in 4th rd.,663915,93555,SD,"Cotai Arena, Venetian Resort, Macao",Roman Martinez,Diego Magdaleno,W
super lightweight,238133,2013-03-30,interim WBO World super lightweight title ,664059,263037,UD,"Mandalay Bay Resort & Casino, Las Vegas, Nevada",Brandon Rios,Mike Alvarado,L
super middleweight,39345,2013-03-23,WBO World super middleweight title ,664233,208432,TKO,"GETEC Arena, Magdeburg, Sachsen-Anhalt",Arthur Abraham,Robert Stieglitz,L
welterweight,379156,2013-03-16,WBO World welterweight title Bradley down in the 12th round.,664612,268173,UD,"Home Depot Center, Carson, California",Timothy Bradley Jr,Ruslan Provodnikov,W
minimumweight,437232,2013-03-09,interim WBO World minimumweight title ,663970,425887,TKO,"Coliseo Mario de León, Cerete",Luis de la Rosa,Merlito Sabillo,L
